subjek,kategori,Judul Tabel,WebAPI URL
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas Menurut Pendidikan Tertinggi yang Ditamatkan dan Jenis Kegiatan Selama Seminggu yang Lalu, 2008-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1909/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Lapangan Pekerjaan, 2008 - 2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1911/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Lapangan Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 2008 - 2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1932/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Pengangguran Menurut Golongan Umur (Orang), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2401/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Persentase Rumah Tangga menurut Provinsi, Jenis Kelamin Kepala Rumah Tangga (KRT) yang Bekerja, dan Daerah Tempat Tinggal, 2009-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1606/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Tenaga Kerja Industri Skala Mikro dan Kecil Menurut 2-digit KBLI (Orang), 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/448/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Tenaga Kerja Industri Skala Mikro dan Kecil Menurut Provinsi (Orang), 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/441/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Menurut Tingkat Pendidikan, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2157/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Menurut Kelompok Umur, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2156/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Menurut Provinsi, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2153/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Menurut Daerah Tempat Tinggal, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2154/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Persentase anak usia 10-17 tahun yang bekerja menurut jenis kelamin (Persen), 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2009/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Lapangan Kerja Informal Menurut Jenis Kelamin, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2155/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Rata-rata Pendapatan Bersih Sebulan Pekerja Informal1 Menurut Provinsi dan Pendidikan Tertinggi yang Ditamatkan (rupiah), 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/aFZiZWkvUllycnd0UGkzV1gwQ1A2QT09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Rata-rata Pendapatan Bersih Sebulan Pekerja Informal1 Menurut Provinsi dan Lapangan Pekerjaan Utama2 (rupiah), 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/UXBNZmtLbnJrWnV3cE5aWkw3T1ovdz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun ke Atas Menurut Pendidikan Tertinggi yang Ditamatkan dan Jenis Kegiatan Selama Seminggu yang Lalu, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/Q2NJN3ZtTkZSOGpFbXg3d0wwQkhUUT09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Penduduk Berumur 15 Tahun Keatas Menurut Jenis Kegiatan Selama Seminggu yang Lalu dan Jenis Kelamin, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/WVFiQzIxdEdNc05oVW1HVEY4b2pjdz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun ke Atas Menurut Provinsi dan Jenis Kegiatan Selama Seminggu yang Lalu, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/UEJPZGxjcUxvWWdkWmFLRUpZanJQUT09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun ke Atas Menurut Kelompok Umur dan Jenis Kegiatan Selama Seminggu yang Lalu, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/NU16V0IxVEJzQXdmTTBKOEJsWUVWQT09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Tingkat Pengangguran Terbuka (TPT) dan Tingkat Partisipasi Angkatan Kerja (TPAK) Menurut Provinsi, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/WjNUbVprTDh4SjN4RXhLaUptMHZqQT09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/cTkrS1dqUVVhZVI4a3dsR01hZ1MwZz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Kelompok Umur dan Jumlah Jam Kerja Seluruhnya, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/eEFEYng2dWFVUjJGUU5xZkJUcGRaZz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Tenaga Kerja Industri Besar Dan Sedang Menurut Sub Sektor [KBLI 2020] (Orang), 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/730/th/121/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Produktivitas Tenaga Kerja (Juta Rupiah), 2010",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/721/th/110/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Produktivitas Tenaga Kerja Menurut Sub Sektor (Ribu Rupiah), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/720/th/118/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Banyaknya Pekerja Usaha Tidak Berbadan Hukum Menurut Lapangan Usaha, 2004",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/49/th/104/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Tenaga Kerja Industri Besar Dan Sedang Menurut Sub Sektor [KBLI 2000] (Orang), 2011",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/731/th/111/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Proporsi Komuter (Pekerja Ulang Alik) Terhadap Jumlah Penduduk menurut Wilayah (Persen), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1814/th/118/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Jumlah Pekerja Pada Industri Pariwisata Dalam Proporsi Terhadap Total Pekerja (Persen), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1190/th/119/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Lapangan Pekerjaan, 1986-1996",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/977/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Keatas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Lapangan Pekerjaan, 1997 - 2007",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1910/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 1986 - 1996",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/980/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 1997 - 2007",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1935/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Golongan Umur dan Jumlah Jam Kerja Seluruhnya, 1986-1996",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/979/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Golongan Umur dan Jumlah Jam Kerja Seluruhnya, 1997 - 2007",GAGAL_MENGAMBIL_DATA
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Lapangan Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 1986 -1996",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/978/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Lapangan Pekerjaan Utama dan Pendidikan Tertinggi yang Ditamatkan, 1997 - 2007",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1931/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas Menurut Pendidikan Tertinggi yang Ditamatkan dan Jenis Kegiatan Selama Seminggu yang Lalu, 1986-1996",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/976/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas Menurut Pendidikan Tertinggi yang Ditamatkan dan Jenis Kegiatan Selama Seminggu yang Lalu, 1997 - 2007",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1908/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas Menurut Golongan Umur dan Jenis Kegiatan Selama Seminggu yang Lalu, 1986-1996",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/974/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas Menurut Golongan Umur dan Jenis Kegiatan Selama Seminggu yang Lalu, 1997 - 2007",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1903/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi dan Jenis Kegiatan Selama Seminggu yang Lalu, 1986-1996",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/975/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi dan Jenis Kegiatan Selama Seminggu yang Lalu, 1997-2007",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1906/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Tingkat Pengangguran Terbuka Penduduk Berumur 15 Tahun Ke Atas, 2012",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/520/th/112/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Persentase Penduduk Berumur 15 tahun Ke Atas menurut Jenis Kegiatan Seminggu Yang Lalu, 2009-2012",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1608/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,"Banyaknya Pekerja Usaha Tidak Berbadan Hukum Menurut Pulau/Provinsi, 2004",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/792/th/104/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Tenaga Kerja,Angkatan Kerja (AK) menurut Pendidikan Tertinggi yang Ditamatkan (Orang),GAGAL_MENGAMBIL_DATA
Statistik Demografi dan Sosial,Tenaga Kerja,Bukan Angkatan Kerja (BAK) menurut Pendidikan Tertinggi yang Ditamatkan (Orang),GAGAL_MENGAMBIL_DATA
Statistik Demografi dan Sosial,Tenaga Kerja,Jumlah Penduduk Usia 15 tahun ke Atas menurut Pendidikan Tertinggi yang Ditamatkan (Orang),GAGAL_MENGAMBIL_DATA
Statistik Demografi dan Sosial,Tenaga Kerja,Penduduk Berumur 15 Tahun Ke atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Lapangan Pekerjaan (Orang),GAGAL_MENGAMBIL_DATA
Statistik Demografi dan Sosial,Tenaga Kerja,Pengangguran Menurut Provinsi (Orang),GAGAL_MENGAMBIL_DATA
Statistik Demografi dan Sosial,Tenaga Kerja,Persentase Angkatan Kerja Terhadap Penduduk Usia Kerja (TPAK) menurut Pendidikan Tertinggi yang Ditamatkan (Orang),GAGAL_MENGAMBIL_DATA
Statistik Demografi dan Sosial,Pendidikan,"Persentase penduduk usia 25 Tahun keatas dengan pendidikan SMA ke atas menurut jenis kelamin (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2199/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Harapan Lama Sekolah (HLS) menurut Jenis Kelamin (Tahun), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/457/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Perpustakaan Terakreditasi Menurut Provinsi, Jenis Perpustakaan, dan Predikat Akreditasi, 2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/RmpZME13VjBGcm1RWXo0dG5KdmJJQT09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Madrasah Ibtidaiyah (MI) di Bawah Kementerian Agama Menurut Provinsi, 2023/2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/TE9sZFVvdVErcU9Ka0VreVUrNnZEQT09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Pejabat Fungsional Pustakawan dan Asisten Perpustakaan Menurut Provinsi dan Jabatan, 2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/ejAwRFY4L3k3VXZpbzF2cFo0amlGZz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Tingkat Kegemaran Membaca Masyarakat dan Unsur Penyusunnya Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/NTN2WkN5cW10UkdndTJNZnI4OE9CQT09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Indeks Pembangunan Literasi Masyarakat dan Unsur Penyusunnya Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/TGtWNEN0ZERnc05mY0pyaVNJR2FNUT09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Perguruan Tinggi1, Dosen, dan Mahasiswa2 (Negeri dan Swasta) di Bawah Kementerian Pendidikan Tinggi, Sains, dan Teknologi Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/cmdTdG5vU0IwKzBFR20rQnpuZEYzdz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Desa1/Kelurahan yang Memiliki Fasilitas Sekolah Menurut Provinsi dan Tingkat Pendidikan, 2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/eDUyUFFYcUdLWnIyQ0VDVkorZWlGZz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Kejuruan (SMK) di Bawah Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Menurut Provinsi, 2024/2025",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/MU90V01YZ0RxenhmbFdsU21iUHh2Zz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Atas (SMA) di Bawah Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Menurut Provinsi, 2024/2025",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/a1lFcnlHNXNYMFlueG8xL0ZOZnU0Zz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Pertama (SMP) di Bawah Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Menurut Provinsi, 2024/2025",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/dzdoVmp3YWdGNU0yWEgraVIwbmRqZz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Sekolah Dasar (SD) di Bawah Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Menurut Provinsi, 2024/2025",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/UkJNaEl6ZHRVYXNaMzZhZG9BbS9ZZz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Taman Kanak-Kanak (TK) di Bawah Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Menurut  Menurut Provinsi, 2024/2025",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/MTVRQXRzUDNYdzRJVGFnVmZWRDE0UT09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Umur 10 Tahun ke Atas Menurut Klasifikasi Desa, Jenis kelamin, dan Status Pendidikan, 2009-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1612/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) SM/sederajat Perdesaan+Perkotaan Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1145/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) SM/sederajat Perdesaan Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1144/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) SM/sederajat Perkotaan Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1143/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) SMP/sederajat Perdesaan+Perkotaan Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1142/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) SMP/sederajat Perdesaan Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1141/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) SMP/sederajat Perkotaan Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1140/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) SD/sederajat Perdesaan+Perkotaan Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1139/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) SD/sederajat Perdesaan Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1138/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) SD/sederajat Perkotaan Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1135/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Usia 7-23 Tahun Menurut Jenis Kelamin, Kelompok Umur Sekolah, dan Partisipasi Sekolah, 2015-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/2242/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Sekolah (APS) Penduduk Umur 7-18 Tahun Menurut Klasifikasi Desa, Jenis Kelamin, dan Kelompok Umur, 2009-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1613/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Indikator Pendidikan, 1994-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1525/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Buta Aksara Penduduk 10 Tahun ke Atas Menurut Provinsi dan Jenis Kelamin (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/539/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk Umur 15 Tahun ke Atas Menurut Provinsi, Klasifikasi Desa, dan Jenis Kelamin, 2009-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1609/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Sekolah (APS) Menurut Provinsi dan Kelompok Umur, 2015 - 2024",GAGAL_MENGAMBIL_DATA
Statistik Demografi dan Sosial,Pendidikan,"Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Distribusi Pengeluaran dan Jenjang Pendidikan, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1608/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Kuintil Pengeluaran dan Jenjang Pendidikan, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1607/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Rasio Angka Partisipasi Kasar (APK) Perempuan/Laki-Laki di Tingkat Perguruan Tinggi Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1527/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Rasio Angka Partisipasi Kasar (APK) Perempuan/Laki-Laki di Tingkat Perguruan Tinggi Menurut Klasifikasi Desa, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1526/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk 15-59 Tahun Menurut Kuintil Pengeluaran, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1469/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk 15-59 Tahun Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1468/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk 15-59 Tahun Menurut Klasifikasi Desa, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1467/th/124/key/921504506b78d644648e514971ac0d28
